date,mean_chla
2023-09-01,15.035130808559872
2023-10-01,8.528178980327898
2023-11-01,11.653210547387788
2023-12-01,13.884093932704227
2024-01-01,24.945759646262726
2024-02-01,15.112876286612105
2024-03-01,16.855472123843295
2024-04-01,16.85273160772049
2024-05-01,16.32891580732862
2024-06-01,17.411943598605983
2024-07-01,15.195717403704819
2024-08-01,12.143483503549147
2024-09-01,13.456825219919553
2024-10-01,12.18910462112074
2024-11-01,13.37202602839379
2024-12-01,14.217906046056896
2025-01-01,13.552623988471264
2025-02-01,15.478498666241736
2025-03-01,18.56044056725824
2025-04-01,18.77963306805311
2025-05-01,17.453455211992882
2025-06-01,16.585376188231777
2025-07-01,16.848536178634124
2025-08-01,12.56733547338054
2025-09-01,13.1999161387189
2025-10-01,21.69671102134916
